feature("LIMIT.BAL"),SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_PAYMENT_NEXT_MONTH
390000,male,highschool,married,49,0
50000,male,highschool,married,36,1
40000,male,university,married,44,1
190000,male,university,married,38,0
10000,male,university,married,40,1
10000,male,university,married,44,0
180000,male,graduate,single,30,0
230000,male,university,single,31,0
20000,male,university,single,31,0
230000,male,university,single,32,1
200000,male,graduate,single,32,0
470000,male,graduate,single,34,0
150000,male,graduate,divorce,45,0
70000,male,highschool,married,37,0
50000,male,university,single,37,0
80000,male,graduate,single,35,0
330000,male,graduate,married,40,0
140000,male,university,single,33,0
70000,male,university,single,44,1
280000,male,university,single,32,0
150000,male,highschool,single,30,0
80000,male,university,married,35,0
120000,male,graduate,married,42,1
50000,male,university,married,45,0
230000,male,university,married,43,0
160000,male,university,single,36,0
50000,male,highschool,single,37,0
100000,male,highschool,married,49,0
200000,male,university,married,43,1
170000,male,university,married,36,0
50000,male,university,married,43,0
200000,male,highschool,married,46,0
200000,male,university,married,39,0
50000,male,highschool,single,41,0
50000,male,highschool,single,45,0
300000,male,university,married,39,0
130000,male,university,single,32,0
80000,male,graduate,single,33,1
120000,male,graduate,single,34,0
140000,male,graduate,single,32,1
220000,male,graduate,single,48,0
70000,male,university,single,32,1
20000,male,highschool,single,45,0
200000,male,graduate,married,49,0
20000,male,university,married,31,1
510000,male,graduate,single,32,0
450000,male,graduate,single,34,0
50000,male,university,married,34,0
120000,male,university,divorce,48,0
50000,male,highschool,married,45,1
280000,male,university,single,31,0
30000,male,graduate,single,33,1
20000,male,university,married,35,0
80000,male,university,married,42,0
120000,male,university,married,45,0
370000,male,university,married,38,0
50000,male,university,single,45,0
20000,male,highschool,single,39,0
160000,male,university,married,36,0
170000,male,highschool,single,44,0
100000,male,university,single,36,0
210000,male,graduate,married,42,0
100000,male,highschool,single,32,0
230000,male,graduate,married,33,1
240000,male,graduate,married,38,0
240000,male,highschool,single,36,0
50000,male,university,divorce,48,1
80000,male,university,married,46,0
50000,male,highschool,single,41,0
50000,male,university,married,36,0
440000,male,graduate,single,37,0
220000,male,highschool,single,42,0
70000,male,graduate,single,30,0
240000,male,graduate,single,32,0
360000,male,highschool,single,42,0
360000,male,graduate,single,32,0
80000,male,graduate,single,33,0
30000,male,university,single,36,1
160000,male,university,single,37,1
150000,male,university,single,39,1
100000,male,university,single,30,0
70000,male,university,single,33,0
300000,male,university,single,35,0
90000,male,university,married,39,1
800000,male,graduate,single,46,0
360000,male,university,single,40,0
90000,male,university,married,41,1
300000,male,highschool,single,43,1
30000,male,highschool,married,46,1
50000,male,university,single,37,0
110000,male,university,married,30,1
80000,male,graduate,single,37,0
140000,male,university,married,31,0
50000,male,university,married,44,0
20000,male,highschool,single,40,0
50000,male,highschool,single,46,0
50000,male,graduate,single,34,0
130000,male,university,married,48,1
90000,male,university,married,45,0
30000,male,highschool,married,44,0
50000,male,university,married,49,1
170000,male,graduate,married,39,0
290000,male,graduate,single,31,1
20000,male,highschool,married,47,0
180000,male,graduate,single,38,1
360000,male,graduate,married,35,0
20000,male,highschool,single,31,0
140000,male,university,single,33,0
90000,male,university,married,34,0
120000,male,university,married,40,0
160000,male,graduate,married,31,0
280000,male,university,married,32,1
500000,male,graduate,married,46,0
100000,male,university,single,38,1
160000,male,highschool,single,31,0
20000,male,university,married,42,0
400000,male,graduate,single,39,0
30000,male,university,married,45,0
50000,male,highschool,married,47,0
70000,male,university,single,40,0
110000,male,university,married,42,0
50000,male,university,single,44,0
170000,male,university,married,40,0
30000,male,graduate,married,33,0
50000,male,highschool,married,29,0
50000,male,university,single,30,1
90000,male,highschool,married,44,1
110000,male,university,married,40,0
240000,male,university,single,46,0
360000,male,highschool,married,42,0
290000,male,university,single,45,0
180000,male,graduate,married,39,0
180000,male,university,married,43,0
50000,male,university,single,43,0
500000,male,graduate,single,47,0
50000,male,university,married,35,1
50000,male,highschool,married,37,0
400000,male,graduate,single,32,0
240000,male,university,married,34,0
150000,male,university,married,31,0
50000,male,highschool,single,31,1
150000,male,graduate,married,34,0
50000,male,highschool,married,41,1
360000,male,graduate,single,40,0
100000,male,graduate,married,38,1
30000,male,university,single,44,0
260000,male,graduate,single,36,0
140000,male,university,married,29,0
30000,male,highschool,married,48,0
60000,male,university,single,36,1
10000,male,university,single,29,0
110000,male,highschool,single,34,1
40000,male,graduate,single,34,1
50000,male,highschool,married,47,1
50000,male,university,single,40,0
350000,male,university,single,32,1
450000,male,graduate,single,34,0
50000,male,university,single,42,0
170000,male,highschool,married,39,0
100000,male,university,married,41,0
140000,male,graduate,married,36,0
250000,male,graduate,single,29,0
130000,male,graduate,single,29,0
130000,male,university,single,33,0
360000,male,highschool,married,36,1
270000,male,university,married,39,0
140000,male,university,married,40,0
150000,male,university,single,32,0
200000,male,graduate,single,33,0
280000,male,graduate,married,34,0
80000,male,highschool,single,35,1
240000,male,highschool,single,40,0
20000,male,graduate,single,42,1
300000,male,graduate,married,38,0
250000,male,graduate,single,41,1
50000,male,graduate,single,49,1
50000,male,highschool,married,41,0
30000,male,university,single,39,1
240000,male,graduate,married,38,1
200000,male,university,married,40,1
50000,male,graduate,single,39,0
210000,male,graduate,single,38,0
280000,male,graduate,married,42,0
200000,male,highschool,single,33,0
300000,male,university,married,41,0
420000,male,graduate,single,36,0
350000,male,graduate,single,34,0
120000,male,highschool,married,43,1
110000,male,university,married,48,1
20000,male,graduate,single,31,0
100000,male,graduate,single,32,0
240000,male,graduate,married,36,1
130000,male,other,single,37,0
170000,male,graduate,single,48,0
60000,male,university,married,42,1
200000,male,highschool,married,42,0
210000,male,university,married,48,0
100000,male,university,single,35,0
380000,male,graduate,married,37,0
240000,male,graduate,single,38,0
150000,male,university,single,33,0
60000,male,university,single,35,0
350000,male,university,married,37,0
300000,male,graduate,married,33,0
160000,male,highschool,married,42,0
130000,male,graduate,single,37,0
50000,male,highschool,single,38,0
270000,male,university,married,40,1
90000,male,graduate,single,36,0
240000,male,graduate,married,37,0
450000,male,graduate,married,45,0
280000,male,graduate,single,36,1
270000,male,graduate,married,38,0
10000,male,highschool,single,46,1
50000,male,graduate,divorce,37,0
100000,male,graduate,married,33,0
190000,male,graduate,single,32,1
240000,male,graduate,single,33,0
220000,male,graduate,married,33,0
500000,male,graduate,married,42,0
300000,male,graduate,single,32,1
500000,male,graduate,single,30,0
200000,male,graduate,single,30,0
260000,male,university,single,31,0
160000,male,highschool,single,31,0
340000,male,graduate,single,31,0
500000,male,graduate,single,32,0
310000,male,graduate,married,32,0
