ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_NEXT_MONTH
7011,310000,male,high school,married,43,pay duly,pay duly,pay duly,use of revolving credit,pay duly,pay duly,4323,650,10453,10115,600,1788,650,10453,202,1098,1788,200,n
7012,200000,female,graduate school,single,37,pay duly,pay duly,pay duly,pay duly,use of revolving credit,pay duly,11211,12329,11846,25920,8035,8521,12329,11846,25924,161,8521,5538,n
7013,180000,male,high school,single,29,no consumption,no consumption,no consumption,no consumption,no consumption,pay duly,4358,3160,2611,8710,5127,8758,3169,2618,8736,5142,8766,15040,n
7014,50000,male,university,married,32,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,37293,35441,26265,19526,13250,11250,1634,1420,391,300,500,0,n
7015,150000,female,university,single,41,pay duly,pay duly,pay duly,use of revolving credit,pay duly,pay duly,2371,40800,1995,285,4926,5523,40824,2340,0,4970,5527,903,n
7016,500000,female,graduate school,married,45,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,93669,101892,76452,20965,50466,61566,10147,5331,10000,30000,12000,10000,n
7017,230000,male,university,single,31,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,14529,16597,18968,21435,27151,26815,5500,3000,4000,8000,4000,5000,y
7018,20000,male,university,single,38,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,19845,18245,17658,16576,13529,10387,1694,1368,547,504,347,6000,n
7019,190000,female,university,single,28,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,43072,43537,41016,40702,40676,27560,3768,3500,2500,4000,3000,3000,n
7020,20000,female,university,single,24,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,19043,20210,18091,19431,19478,17492,1500,1408,5000,1000,2000,5000,n
7021,170000,male,high school,married,51,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,55396,56493,55594,50417,45347,46247,8000,6000,1709,1645,1653,1725,n
7022,210000,female,university,single,43,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,180962,181870,159975,138349,112371,111979,6601,5085,4087,4220,27704,73000,n
7023,100000,male,university,married,44,2 month delay,2 month delay,2 month delay,2 month delay,3 month delay,2 month delay,59586,60842,61749,65130,63816,65011,2800,2500,5000,0,2400,2400,y
7024,260000,female,university,married,42,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,50060,54213,49512,18657,33296,32622,5000,2655,800,15000,0,10000,n
7025,200000,female,university,single,25,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,22371,24569,28630,29962,30733,39192,2569,4500,1800,2000,9000,5000,n
7026,90000,male,university,divorced,40,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,pay duly,106947,71111,25286,8773,3786,390,1965,5064,5007,3788,390,390,y
7027,470000,female,graduate school,married,35,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,270005,262579,248080,232961,217802,202092,9500,9000,8086,14700,7000,9000,n
7028,270000,female,graduate school,single,27,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,153201,136157,115733,93359,55264,11292,5933,9851,4214,4300,0,1000,n
7029,100000,male,graduate school,married,49,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,2 month delay,2 month delay,63977,64854,69258,67546,71938,73605,2500,6100,0,5500,3000,0,y
7030,200000,female,graduate school,single,40,1 month delay,no consumption,no consumption,pay duly,pay duly,pay duly,-433,-433,-433,8567,17363,0,0,0,9000,17363,0,0,n
7031,70000,female,university,married,43,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,38173,38750,39493,39879,40314,40725,1957,1700,1408,1448,1456,1475,n
7032,200000,female,graduate school,married,40,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,16204,7870,18041,4288,2270,467,7870,18090,4288,2270,467,18,n
7033,50000,female,university,married,31,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,52754,50393,25953,27350,19931,16845,3000,5000,3000,3002,3007,7000,n
7034,90000,female,university,married,24,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,28329,28980,29564,29710,29700,0,1800,1774,920,1102,4014,0,n
7035,50000,female,university,married,30,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,48139,49364,50558,23921,24423,25059,2299,2493,856,887,1043,922,n
7036,240000,female,graduate school,married,37,pay duly,pay duly,no consumption,no consumption,no consumption,no consumption,317,0,0,0,0,0,0,0,0,0,0,0,n
7037,140000,male,graduate school,single,35,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,325,537,4233,857,325,325,537,4233,857,325,325,954,n
7038,120000,male,graduate school,married,52,2 month delay,2 month delay,2 month delay,2 month delay,3 month delay,2 month delay,112593,112623,115258,119620,118928,121619,3300,6000,7800,1500,4800,0,n
7039,460000,male,university,married,61,1 month delay,pay duly,pay duly,pay duly,pay duly,pay duly,0,8602,0,880,1018,99,8602,0,880,1018,99,1922,n
7040,170000,female,university,married,25,use of revolving credit,pay duly,use of revolving credit,use of revolving credit,pay duly,pay duly,1906,3970,3406,1703,495,6616,4000,2703,0,495,6616,495,n
7041,500000,female,graduate school,married,39,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,39823,61597,52210,27843,28926,11931,30006,23016,566,22323,11931,10683,n
7042,50000,male,university,married,51,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,31281,30832,20497,19465,18474,20096,2556,1582,811,700,2318,1101,n
7043,210000,female,graduate school,single,26,1 month delay,pay duly,2 month delay,use of revolving credit,use of revolving credit,no consumption,-12,488,488,488,-260,-506,500,0,0,0,0,0,n
7044,50000,male,graduate school,single,24,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,42509,43565,44530,40206,46538,47311,2041,2006,1632,7177,1701,0,n
7045,200000,female,university,married,42,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,326,645,586,600,485,0,645,586,600,485,0,0,n
7046,20000,female,graduate school,single,26,pay duly,pay duly,pay duly,pay duly,pay duly,use of revolving credit,11030,5331,20985,6932,37345,28798,5331,20985,6932,37845,2000,11200,n
7047,80000,female,university,married,53,1 month delay,2 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,9715,9415,11254,10777,12096,13895,0,2000,0,1500,2000,0,n
7048,430000,male,university,married,32,1 month delay,pay duly,pay duly,no consumption,no consumption,no consumption,0,2500,0,0,0,0,2500,0,0,0,0,0,y
7049,350000,female,graduate school,single,44,3 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,314607,322032,327193,333278,340791,348006,14000,12000,13000,13000,13000,12200,y
7050,50000,female,university,married,34,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,2738,8192,3595,900,6483,0,8199,3622,900,6483,0,0,n
7051,210000,female,high school,married,55,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,217016,204418,204377,146575,144521,147938,8049,9000,6000,5500,5816,5500,y
7052,20000,male,university,single,51,pay duly,pay duly,no consumption,pay duly,pay duly,no consumption,780,0,-1500,780,0,0,0,0,2280,0,0,0,n
7053,160000,female,university,single,29,use of revolving credit,use of revolving credit,pay duly,pay duly,pay duly,pay duly,36134,21827,421,421,2876,1949,21000,421,421,2876,1949,8090,y
7054,50000,female,high school,married,46,2 month delay,use of revolving credit,use of revolving credit,2 month delay,2 month delay,use of revolving credit,25706,25040,25376,23845,21691,20426,1434,2456,784,0,778,573,y
7055,50000,female,graduate school,single,24,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,49982,49650,48321,30281,30380,28852,1963,1739,1033,1058,1041,1007,n
7056,30000,male,high school,single,31,3 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,30588,26860,21165,21281,22938,22422,0,1646,762,2000,0,647,y
7057,100000,male,graduate school,single,29,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,use of revolving credit,48186,48924,47837,51361,50417,51400,1800,0,4321,0,2400,0,y
7058,360000,male,university,single,28,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,35564,25173,10633,7217,7364,-7,2086,3017,144,147,0,763,n
7059,310000,female,university,married,34,use of revolving credit,use of revolving credit,pay duly,pay duly,pay duly,pay duly,4153,2199,5565,4050,4922,15362,1002,5565,4050,4922,15362,12000,n
7060,50000,female,university,divorced,30,2 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,40087,38281,34519,33965,33273,31960,0,1466,1282,1293,1257,3013,n
7061,120000,female,university,married,37,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,12006,13024,14795,14313,14762,14902,1171,1942,0,626,478,495,n
7062,30000,female,university,single,29,1 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,16493,15545,16557,16857,18121,18375,0,1275,575,1539,700,0,y
7063,200000,female,university,single,30,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,193300,191254,176720,164729,162097,154016,6860,5870,5009,5543,6037,5002,n
7064,20000,male,high school,single,37,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,pay duly,no consumption,19716,20518,16551,1700,0,0,1547,1350,1700,0,0,0,n
7065,50000,female,university,single,23,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,47020,48383,47231,20508,20584,19625,2139,2500,6,2000,2000,2000,y
7066,70000,female,graduate school,single,25,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,8272,10128,11106,11443,10323,11150,2000,1163,500,376,1000,800,n
7067,290000,female,graduate school,single,32,1 month delay,no consumption,pay duly,use of revolving credit,pay duly,pay duly,0,0,3786,3786,2881,2430,0,3786,0,2881,2430,0,n
7068,90000,female,graduate school,single,30,2 month delay,2 month delay,3 month delay,3 month delay,3 month delay,3 month delay,750,750,750,750,2450,2150,0,0,0,2000,0,0,n
7069,150000,male,university,married,37,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,106628,100750,86686,78497,67612,55050,7400,0,4800,1800,0,2100,y
7070,90000,male,university,single,38,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,112212,109495,48950,20253,18810,19496,5170,21287,1353,1000,1000,607,n
7071,80000,male,graduate school,married,40,use of revolving credit,use of revolving credit,2 month delay,2 month delay,2 month delay,2 month delay,28054,31201,31594,30787,34513,34995,3600,1200,0,4246,1200,1500,y
7072,100000,male,graduate school,single,32,1 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,95794,97390,94110,92823,68136,53170,4000,0,2000,2000,3000,0,n
7073,200000,female,university,married,41,no consumption,no consumption,no consumption,pay duly,use of revolving credit,use of revolving credit,-780,-783,909,2004,2008,0,0,1692,2004,4,54,0,n
