"X","ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6"
17844,17844,170000,"male","university","single",26,85914,78411,NA,NA,NA,136394,NA,5050,6000,3561,NA,6000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","pay_duly"
17845,17845,20000,"male","highschool","single",26,21667,21081,19661,26158,13560,15324,0,25,2000,1000,2000,1000,1,"3_month_delay",NA,"2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17846,NA,130000,"male","university","single",22,NA,98341,132260,127335,51104,50536,NA,103012,3965,3508,3011,3033,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit"
17847,17847,200000,"male","graduate","single",26,196979,200055,202494,162228,154294,147514,7800,7500,0,6700,5000,7000,1,"2_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay"
17848,17848,NA,"male","university","single",26,115497,114716,117212,112623,110178,108176,3835,4068,3859,3597,3822,3825,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
NA,17849,80000,"male","university","single",NA,48329,45920,NA,NA,49170,48269,5004,5013,NA,4000,0,2002,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","2_month_delay"
NA,17850,180000,"male","graduate","single",27,3210,13852,NA,3246,2016,2334,12000,5004,1000,1000,2300,NA,0,"pay_duly",NA,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit"
17851,17851,120000,"male","university","single",28,70124,71355,72962,58163,NA,16829,3000,2830,NA,3600,300,1000,0,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17852,17852,20000,"male","university","single",26,16167,15615,18047,17322,17122,NA,0,3000,NA,0,NA,0,0,"1_month_delay","2_month_delay","2_month_delay","2_month_delay","use_revolv_credit","use_revolv_credit"
17853,NA,150000,"male",NA,"single",26,26443,27996,NA,NA,10355,NA,2000,2000,2000,NA,2000,2000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17854,NA,190000,"male","university",NA,26,2204,3479,NA,6258,8969,9009,1800,1797,1785,3142,490,2000,0,"pay_duly","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit"
17855,17855,210000,"male","graduate","single",27,42585,43304,45622,47232,47583,53032,8000,5000,4000,3000,8000,3000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17856,17856,180000,"male","university","single",27,147310,152047,143809,NA,112208,113887,7503,NA,4011,3802,NA,4006,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
NA,17857,50000,"male",NA,"single",28,48431,45008,40226,41256,NA,44913,1700,2000,1700,3400,1800,0,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","2_month_delay"
NA,17858,NA,"male","graduate","single",25,92465,93536,96820,97000,NA,79872,3500,4790,3092,3148,2981,3912,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit"
NA,17859,80000,"male","university","single",26,2970,-10,-10,-10,16587,NA,0,NA,0,NA,0,0,0,"no_util","no_util","no_util","no_util","no_util","no_util"
17860,17860,80000,"male","university","single",27,81752,80638,45240,43967,45302,49646,3069,2500,2000,NA,NA,2000,1,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17861,17861,80000,"male","university","single",25,76915,78270,79693,20335,0,0,3149,3039,1550,0,0,0,0,"2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","no_util"
NA,17862,20000,"male","university","single",28,NA,10265,12086,13180,13660,14288,2000,2000,1600,1000,NA,NA,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17863,17863,10000,"male","university","married",26,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,1,"3_month_delay","2_month_delay","2_month_delay","7_month_delay","7_month_delay","6_month_delay"
17864,17864,30000,"male","university","single",26,NA,14252,13738,15424,NA,15894,0,0,2226,NA,1406,0,1,"1_month_delay","3_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay"
17865,NA,240000,"male","graduate","single",27,19365,1928,4879,11650,12614,7922,5534,4879,11650,12614,7922,6980,0,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
17866,17866,50000,"male","university","single",28,-727,50268,50860,40580,44532,46442,53860,3000,5000,5000,NA,1784,0,NA,"pay_duly","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17867,17867,90000,NA,NA,"single",26,481,1149,39674,38968,39853,8064,1000,39674,1200,1217,1025,500,1,"pay_duly","2_month_delay","pay_duly","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17868,17868,60000,"male","graduate","single",28,40784,41723,42665,43254,43757,44378,NA,2001,1690,NA,1617,1502,0,"pay_duly","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17869,17869,100000,"male","university",NA,28,NA,10664,12183,13670,NA,15732,2000,2000,2000,2000,1000,2000,1,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17870,17870,120000,"male","graduate",NA,28,4660,5929,1774,76528,73164,NA,6074,1774,119366,3484,2600,3000,0,"pay_duly","pay_duly","pay_duly","pay_duly","use_revolv_credit","use_revolv_credit"
17871,17871,10000,NA,"university","married",28,1474,2641,3745,4642,5642,6342,1196,1300,1000,1000,700,1208,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17872,17872,70000,NA,"university","single",28,26357,27223,27492,28738,27977,30022,1600,1000,2000,0,2500,0,1,"1_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay"
17873,17873,NA,"male","graduate",NA,28,26129,30544,21712,NA,24945,25402,5000,2000,2000,2000,2000,2000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17874,17874,130000,"male","graduate","single",29,120000,0,0,NA,0,0,0,0,0,0,0,0,0,"use_revolv_credit","use_revolv_credit","no_util","no_util","no_util","no_util"
17875,17875,30000,"male","highschool","married",30,2400,2400,2400,2400,NA,2400,NA,0,0,0,NA,0,1,"3_month_delay","2_month_delay","2_month_delay","7_month_delay","7_month_delay","7_month_delay"
17876,17876,360000,"male","graduate","single",30,2020,28057,6085,90872,81622,11576,28057,6179,90872,0,11576,NA,0,"pay_duly","pay_duly","pay_duly","pay_duly","use_revolv_credit","pay_duly"
17877,17877,80000,"male","university","single",30,31299,37446,539,16673,21473,10715,20000,539,16673,21473,NA,NA,0,"use_revolv_credit","use_revolv_credit","pay_duly","pay_duly","pay_duly","pay_duly"
17878,17878,20000,"male","university","single",NA,NA,17016,18356,19028,38688,19897,NA,1621,1293,830,1548,626,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17879,17879,50000,"male",NA,"single",28,8608,10300,12711,12210,12508,13306,NA,2900,NA,500,1000,1000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit"
17880,17880,80000,NA,"highschool","single",27,0,0,0,0,0,0,0,0,0,0,0,0,1,"1_month_delay","no_util","no_util","no_util","no_util","no_util"
17881,17881,150000,"male",NA,"married",27,390,0,780,0,0,0,0,780,0,0,0,0,0,"pay_duly","pay_duly","pay_duly","pay_duly","no_util","no_util"
NA,17882,60000,NA,"university","single",NA,26437,27741,NA,31040,29827,28254,1701,1425,3000,0,955,942,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","2_month_delay","use_revolv_credit"
17883,NA,220000,"male","university",NA,28,59247,60200,60360,61168,57287,62208,6000,3037,4000,4000,15000,3000,0,"use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
NA,17884,10000,"male","highschool","single",23,5807,6974,7838,9002,9182,9729,1270,NA,1298,478,847,NA,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17885,17885,50000,"male","university",NA,26,49586,49865,41132,31538,28896,28315,2268,2200,1917,1200,1030,1300,0,"2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17886,NA,50000,"male","graduate","single",26,48924,48593,49459,50160,49244,50531,NA,2200,1890,2000,2000,1800,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17887,17887,220000,"male","graduate","single",28,22399,24203,24081,25356,20952,18340,3000,2000,2000,1000,1200,900,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17888,17888,450000,"male","graduate","single",29,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,1261,0,"1_month_delay","no_util","no_util",NA,"no_util","no_util"
17889,17889,240000,"male","university","married",33,172618,174842,141471,39578,46489,45632,6765,0,2000,7592,0,140000,0,"1_month_delay","2_month_delay",NA,"use_revolv_credit","use_revolv_credit",NA
17890,17890,500000,"male","university","single",29,39345,40382,40740,16316,10705,-42,2014,4135,3256,NA,0,36368,0,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17891,17891,170000,"male","graduate","single",28,56061,57179,58450,58556,51671,51090,2051,NA,NA,1793,2500,2000,0,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit"
17892,17892,100000,"male","university","single",29,43531,45103,45779,46912,49715,NA,2600,2200,2200,3900,0,6100,1,"2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","2_month_delay"
17893,17893,60000,"male","graduate","single",29,816,NA,1444,1634,1335,1825,2440,0,NA,1335,888,150,0,"pay_duly","pay_duly",NA,NA,NA,"pay_duly"
17894,NA,NA,"male","graduate","single",30,6589,3423,2785,54271,60326,63339,3449,2798,54271,7000,NA,6000,0,"pay_duly","pay_duly","pay_duly","pay_duly","use_revolv_credit","use_revolv_credit"
17895,17895,200000,"male","university","single",27,189605,191628,180604,181273,180385,185370,14635,10019,8029,7010,10022,7049,1,"2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17896,17896,20000,"male","graduate","single",28,NA,4978,7720,9907,9627,11500,2000,3000,2500,0,NA,5,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","2_month_delay","2_month_delay"
17897,17897,40000,NA,"university","single",27,41520,40568,39620,38464,38569,NA,0,7,2500,1500,1500,NA,1,"1_month_delay","3_month_delay","2_month_delay",NA,"use_revolv_credit","use_revolv_credit"
17898,17898,110000,"male","graduate","single",27,87487,90120,93661,96185,99667,102978,5000,5000,5000,5000,5000,4000,0,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17899,17899,10000,"male",NA,"married",27,10128,9859,NA,NA,10013,9824,1151,1160,1151,346,350,354,0,NA,"use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit"
17900,17900,100000,"male","university","single",28,32480,33237,34300,35623,35515,36413,1600,1600,1901,1275,1470,1400,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
NA,17901,50000,"male","university","single",28,52753,NA,0,0,NA,0,0,0,0,0,0,0,NA,"1_month_delay","2_month_delay","2_month_delay","no_util","no_util","no_util"
17902,17902,30000,"male","highschool",NA,28,11064,10030,9019,NA,1479,1635,1159,1159,1000,1479,1635,780,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","pay_duly","pay_duly"
17903,17903,30000,"male","university","single",28,0,0,0,0,NA,0,0,0,0,2805,0,NA,NA,"1_month_delay","no_util","no_util",NA,"pay_duly","pay_duly"
17904,17904,50000,"male",NA,"married",29,400,400,400,400,400,400,0,0,0,0,0,0,0,"3_month_delay","2_month_delay",NA,"4_month_delay","4_month_delay","4_month_delay"
17905,17905,20000,"male",NA,"single",29,5957,4909,5865,17935,19353,20094,0,2000,13500,2500,2000,NA,1,"1_month_delay","2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17906,17906,50000,"male","university","single",30,26666,21062,6495,2207,0,0,2000,2000,1000,NA,NA,0,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","no_util"
NA,17907,60000,"male","university","single",28,61743,62197,59892,NA,NA,55220,2800,NA,3000,3000,3000,NA,1,"2_month_delay","2_month_delay","2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17908,17908,50000,NA,"university","single",32,NA,5486,3787,3246,NA,390,5486,NA,NA,0,390,1090,1,"pay_duly","pay_duly","2_month_delay","use_revolv_credit","use_revolv_credit","pay_duly"
17909,17909,130000,"male","highschool","married",34,69388,70650,71933,70117,72014,73759,3000,3000,0,3000,3000,3111,1,"2_month_delay","2_month_delay",NA,"2_month_delay","use_revolv_credit","use_revolv_credit"
17910,17910,20000,"male","university","single",25,14193,16489,15936,18015,NA,18000,2850,0,2355,0,1000,900,1,"use_revolv_credit","use_revolv_credit","2_month_delay","2_month_delay","2_month_delay","use_revolv_credit"
17911,17911,100000,"male","university","single",28,58566,56770,56300,54288,25759,25775,5100,2825,5000,0,2000,0,1,"2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit","2_month_delay","use_revolv_credit"
17912,17912,20000,"male","university","married",38,8337,11191,NA,14009,NA,17515,3000,1210,NA,NA,2000,1200,1,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit",NA
17913,17913,150000,"male","highschool","single",44,151009,NA,147851,151310,107033,109350,6913,5937,6500,4000,4000,NA,0,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit",NA
17914,17914,70000,"male","graduate","single",33,62615,63845,65443,65169,64370,15082,2870,3224,NA,3000,142,142,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit"
17915,17915,250000,"male",NA,"married",40,NA,6225,NA,3090,3700,1190,3039,NA,1000,1000,0,90403,0,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17916,17916,50000,"male",NA,"married",32,38023,39589,40160,40796,41526,42209,2500,1500,1600,1700,1500,3600,1,"2_month_delay","2_month_delay","3_month_delay","2_month_delay","2_month_delay","2_month_delay"
17917,17917,NA,"male","university","married",34,86371,85679,87036,88742,NA,48396,3073,3700,3374,1543,1405,1500,1,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit",NA
17918,17918,90000,"male","university","single",32,73814,73132,67854,53952,NA,35547,3700,4100,NA,3000,2200,1000,0,"use_revolv_credit","use_revolv_credit",NA,NA,"use_revolv_credit",NA
17919,17919,120000,"male","graduate","single",33,87310,89273,91057,91981,89605,95245,4300,4100,NA,0,7100,NA,1,NA,"2_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay"
17920,17920,240000,"male","university","single",25,NA,0,0,0,0,0,1700,NA,NA,0,0,0,0,"use_revolv_credit","use_revolv_credit","no_util","no_util","no_util","no_util"
17921,17921,NA,NA,"university","single",25,43785,38971,34836,18488,19716,17932,1795,1660,1272,1500,NA,704,1,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17922,17922,100000,"male","university",NA,29,81839,82781,85536,90018,91151,89429,3200,NA,6800,NA,NA,3400,1,"2_month_delay","2_month_delay","2_month_delay","2_month_delay","3_month_delay","3_month_delay"
17923,17923,390000,"male","highschool","married",NA,NA,281836,284397,284241,285615,282611,12000,NA,NA,12000,10266,9800,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17924,17924,50000,"male","highschool","married",36,47097,46006,36272,11521,2678,5468,1796,1284,1060,100,99,273,1,"2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit",NA
17925,NA,40000,"male","university","married",44,24262,NA,25927,28184,28723,28125,NA,NA,2700,1300,0,NA,1,"2_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay"
17926,NA,190000,"male","university","married",38,NA,194690,189950,194092,192638,189113,9000,NA,8800,NA,7100,7450,0,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
17927,17927,10000,"male","university","married",40,1050,1050,1050,1050,1050,1050,NA,0,0,0,0,NA,NA,"3_month_delay","2_month_delay","2_month_delay","3_month_delay","3_month_delay",NA
17928,17928,10000,"male","university","married",44,6696,NA,8794,9604,9604,9800,2668,0,1192,0,196,0,0,"use_revolv_credit","use_revolv_credit","2_month_delay",NA,"use_revolv_credit","use_revolv_credit"
17929,17929,180000,"male","graduate","single",30,NA,2130,NA,11475,69910,21949,2130,25770,11475,69910,21949,11600,0,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
17930,17930,230000,"male",NA,"single",31,170041,174811,177733,182106,183965,186979,9800,6418,8000,7000,6618,11000,NA,"use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
